iter	Passed	Remaining
340	793901	1534255
341	796007	1531499
342	798148	1528814
343	800251	1526061
344	802359	1523320
345	804763	1521143
346	807205	1519035
347	809852	1517310
348	812199	1515020
349	814311	1512292
350	816460	1509637
351	818689	1507132
352	820833	1504473
353	822923	1501719
354	825023	1498985
355	827193	1496384
356	829330	1493723
357	831471	1491075
358	833599	1488404
359	836104	1486407
360	838263	1483796
361	840378	1481109
362	842523	1478477
363	844630	1475782
364	846756	1473124
365	848915	1470526
366	851410	1468508
367	854056	1466748
368	856455	1464561
369	858876	1462411
370	861297	1460258
371	863744	1458149
372	865898	1455545
373	868072	1452977
374	870245	1450409
375	872423	1447852
376	874645	1445369
377	876801	1442779
378	878893	1440086
379	881015	1437445
380	883147	1434824
381	885254	1432165
382	887373	1429529
383	889508	1426919
384	891686	1424382
385	893811	1421762
386	895942	1419154
387	898073	1416548
388	900166	1413885
389	902300	1411289
390	904467	1408748
391	906618	1406184
392	908708	1403527
393	910822	1400909
394	912946	1398310
395	915101	1395760
396	917203	1393132
397	919412	1390669
398	921554	1388105
399	923856	1385785
400	926183	1383500
401	928524	1381238
402	930726	1378768
403	932844	1376175
404	935275	1374047
405	937523	1371648
406	939652	1369075
407	941946	1366745
408	944083	1364188
409	946311	1361764
410	948542	1359346
411	950667	1356777
412	952782	1354196
413	955062	1351852
414	957287	1349429
415	959484	1346968
416	961637	1344448
417	963763	1341890
418	965871	1339311
419	968347	1337241
420	970623	1334895
421	972807	1332423
422	974936	1329877
423	977061	1327329
424	979431	1325113
425	981934	1323076
426	984356	1320928
427	987082	1319185
428	989634	1317206
429	991969	1314936
430	994175	1312495
431	996386	1310063
432	998607	1307644
433	1000744	1305118
434	1002901	1302619
435	1005010	1300059
436	1007092	1297466
437	1009213	1294926
438	1011318	1292367
439	1013442	1289836
440	1015544	1287277
441	1017632	1284702
442	1019740	1282156
443	1021808	1279561
444	1023984	1277104
445	1026135	1274617
446	1028250	1272086
447	1030355	1269545
448	1032457	1267002
449	1034590	1264499
450	1036749	1262029
451	1038823	1259458
452	1041063	1257089
453	1043205	1254603
454	1045309	1252073
455	1047422	1249556
456	1049806	1247363
457	1052197	1245176
458	1054737	1243166
459	1057386	1241279
460	1059553	1238827
461	1061818	1236490
462	1064191	1234278
463	1066622	1232132
464	1068859	1229763
465	1071038	1227327
466	1073160	1224828
467	1075299	1222349
468	1077420	1219851
469	1079558	1217374
470	1081675	1214875
471	1084079	1212698
472	1086473	1210510
473	1088684	1208118
474	1090906	1205738
475	1093226	1203467
476	1095831	1201509
477	1098254	1199348
478	1100663	1197172
479	1103066	1194988
480	1105519	1192857
481	1107649	1190378
482	1109726	1187843
483	1111856	1185368
484	1114095	1183008
485	1116335	1180650
486	1118588	1178308
487	1120694	1175810
488	1122824	1173339
489	1124916	1170831
490	1127029	1168346
491	1129326	1166052
492	1131649	1163785
493	1134052	1161600
494	1136663	1159626
495	1138955	1157325
496	1141186	1154963
497	1143427	1152611
498	1145682	1150274
499	1148075	1148075
500	1150384	1145792
501	1152863	1143677
502	1155292	1141512
503	1157663	1139288
504	1159827	1136861
505	1161925	1134369
506	1164030	1131887
507	1166281	1129547
508	1168646	1127319
509	1171153	1125225
510	1173611	1123084
511	1175953	1120830
512	1178439	1118713
513	1180684	1116367
514	1183094	1114176
515	1185230	1111727
516	1187515	1109419
517	1189834	1107143
518	1192168	1104881
519	1194645	1102749
520	1197106	1100602
521	1199593	1098478
522	1201984	1096264
523	1204300	1093982
524	1206672	1091751
525	1209526	1089953
526	1212188	1087979
527	1215324	1086426
528	1217773	1084256
529	1220178	1082045
530	1222686	1079924
531	1225181	1077790
532	1227671	1075652
533	1230111	1073468
534	1232668	1071385
535	1235116	1069204
536	1237559	1067020
537	1240749	1065476
538	1243773	1063783
539	1246475	1061812
540	1248806	1059523
541	1251017	1057132
542	1253292	1054796
543	1255644	1052525
544	1257960	1050223
545	1260409	1048032
546	1262985	1045946
547	1265282	1043627
548	1267585	1041313
549	1270037	1039121
550	1272881	1037247
551	1275705	1035355
552	1278303	1033275
553	1280913	1031204
554	1283216	1028885
555	1285709	1026717
556	1288104	1024470
557	1290531	1022249
558	1292829	1019924
559	1295054	1017542
560	1297282	1015163
561	1299612	1012865
562	1302055	1010653
563	1304395	1008362
564	1306681	1006029
565	1309058	1003765
566	1311547	1001587
567	1314171	999511
568	1316565	997257
569	1318790	994876
570	1321092	992554
571	1323676	990443
572	1326269	988337
573	1328624	986052
574	1330822	983651
575	1333020	981251
576	1335153	978803
577	1337362	976413
578	1339693	974112
579	1341788	971640
580	1344044	969285
581	1346627	967165
582	1348895	964818
583	1351313	962579
584	1354425	960831
585	1357258	958882
586	1360100	956935
587	1363331	955259
588	1365847	953078
589	1368419	950935
590	1371230	948956
591	1373515	946611
592	1375764	944243
593	1378118	941946
594	1380341	939560
595	1382756	937304
596	1385422	935218
597	1388013	933079
598	1390259	930708
599	1392629	928419
600	1394676	925916
601	1396763	923441
602	1399119	921144
603	1401972	919173
604	1404972	917296
605	1407954	915402
606	1410592	913282
607	1413259	911180
608	1416054	909158
609	1418719	907050
610	1420984	904685
611	1423517	902491
612	1425683	900064
613	1428132	897816
614	1430552	895549
615	1432935	893258
616	1435225	890909
617	1437564	888591
618	1440120	886407
619	1442672	884218
620	1445225	882029
621	1447417	879620
622	1449484	877135
623	1451774	874787
624	1453898	872339
625	1456607	870241
626	1458918	867905
627	1461297	865609
628	1463819	863397
629	1466441	861243
630	1468720	858887
631	1470957	856506
632	1473125	854086
633	1475309	851677
634	1477505	849275
635	1479549	846786
636	1481695	844356
637	1483810	841911
638	1485941	839475
639	1488151	837085
640	1490213	834612
641	1492515	832274
642	1494839	829949
643	1497310	827705
644	1499724	825429
645	1501875	823008
646	1504188	820677
647	1506882	818553
648	1509720	816505
649	1512511	814429
650	1515286	812342
651	1517615	810015
652	1519937	807685
653	1522613	805541
654	1525105	803299
655	1527363	800934
656	1529592	798554
657	1532206	796374
658	1534557	794057
659	1536872	791722
660	1538965	789272
661	1541118	786855
662	1543732	784672
663	1545828	782226
664	1547887	779762
665	1550100	777377
666	1552556	775114
667	1555236	772961
668	1557432	770568
669	1559428	768076
670	1561739	765741
671	1564140	763449
672	1566371	761074
673	1568643	758720
674	1571161	756485
675	1574008	754406
676	1576173	752000
677	1578246	749550
678	1580361	747122
679	1582613	744759
680	1585190	742548
681	1587737	740323
682	1590338	738121
683	1593200	736040
684	1596539	734174
685	1598973	731891
686	1601134	729483
687	1603899	727349
688	1606485	725133
689	1609137	722945
690	1611930	720819
691	1614707	718684
692	1617601	716599
693	1620555	714538
694	1622812	712169
695	1625431	709958
696	1627612	707556
697	1629928	705212
698	1632371	702924
699	1634707	700588
700	1636961	698219
701	1639565	695998
702	1642321	693839
703	1644688	691516
704	1647038	689186
705	1649337	686834
706	1651600	684468
707	1654132	682212
708	1656705	679973
709	1658853	677559
710	1661222	675236
711	1663481	672868
712	1665644	670462
713	1667961	668119
714	1670159	665727
715	1672303	663315
716	1674413	660891
717	1676395	658417
718	1678559	656015
719	1680758	653628
720	1683212	651340
721	1685975	649170
722	1688236	646806
723	1690411	644410
724	1692578	642012
725	1694746	639615
726	1696894	637210
727	1699000	634791
728	1701151	632389
729	1703297	629986
730	1705431	627580
731	1707564	625173
732	1709774	622796
733	1712569	620631
734	1715253	618424
735	1717388	616019
736	1719780	613707
737	1722389	611471
738	1725173	609296
739	1727790	607061
740	1729835	604625
741	1732368	602359
742	1734838	600072
743	1737289	597777
744	1739887	595531
745	1742266	593211
746	1744832	590953
747	1747605	588765
748	1750413	586587
749	1753144	584381
750	1755783	582143
751	1758438	579910
752	1761039	577658
753	1763498	575358
754	1765885	573035
755	1767994	570622
756	1770216	568246
757	1772678	565947
758	1774812	563543
759	1776937	561138
760	1779120	558751
761	1781573	556449
762	1783965	554128
763	1786231	551767
764	1788553	549424
765	1791129	547159
766	1793292	544768
767	1795546	542404
768	1797664	540000
769	1800015	537667
770	1802412	535347
771	1805034	533093
772	1807310	530736
773	1809819	528448
774	1812468	526200
775	1815258	523992
776	1817676	521675
777	1819924	519309
778	1822187	516949
779	1824285	514542
780	1826460	512157
781	1828793	509817
782	1831454	507567
783	1833688	505200
784	1835951	502840
785	1838226	500484
786	1840641	498165
787	1842940	495816
788	1845284	493479
789	1847455	491095
790	1849681	488727
791	1852019	486389
792	1854349	484048
793	1856537	481670
794	1859072	479383
795	1861604	477094
796	1863856	474733
797	1866174	472390
798	1868424	470029
799	1870741	467685
800	1873208	465378
801	1875655	463067
802	1878051	460742
803	1880390	458403
804	1882701	456058
805	1885477	453824
806	1887877	451499
807	1890467	449220
808	1892703	446855
809	1894935	444491
810	1897535	442212
811	1900024	439907
812	1902592	437619
813	1904843	435259
814	1907211	432925
815	1909841	430650
816	1912096	428290
817	1914472	425958
818	1917187	423700
819	1919499	421353
820	1922077	419064
821	1924556	416753
822	1926883	414408
823	1929617	412151
824	1932064	409831
825	1934221	407450
826	1937181	405238
827	1939860	402966
828	1942273	400637
829	1944610	398293
830	1946869	395933
831	1949103	393569
832	1951385	391214
833	1954033	388932
834	1956737	386660
835	1959260	384352
836	1961776	382042
837	1963952	379666
838	1966488	377359
839	1968948	375037
840	1971495	372732
841	1973609	370344
842	1975824	367976
843	1978015	365604
844	1980099	363213
845	1982489	360878
846	1984792	358528
847	1986876	356138
848	1988986	353753
849	1991336	351412
850	1993929	349113
851	1996121	346744
852	1998205	344356
853	2000908	342075
854	2002916	339675
855	2004952	337281
856	2006930	334878
857	2009065	332502
858	2011708	330210
859	2014109	327878
860	2016503	325544
861	2019110	323245
862	2021452	320902
863	2023587	318527
864	2025742	316156
865	2028134	313822
866	2030358	311462
867	2032477	309086
868	2034976	306768
869	2037201	304409
870	2039799	302105
871	2042216	299774
872	2044723	297456
873	2047281	295145
874	2050102	292871
875	2052914	290595
876	2055452	288278
877	2058100	285977
878	2060299	283613
879	2062590	281262
880	2064848	278906
881	2067111	276552
882	2069382	274198
883	2071601	271839
884	2073795	269476
885	2076084	267125
886	2078374	264775
887	2080619	262420
888	2082955	260076
889	2085231	257725
890	2087461	255368
891	2089720	253015
892	2091993	250664
893	2094242	248310
894	2096510	245959
895	2098854	243616
896	2101234	241278
897	2103500	238927
898	2105986	236601
899	2108320	234257
900	2110670	231916
901	2113080	229580
902	2115359	227231
903	2117590	224876
904	2119865	222527
905	2122149	220178
906	2124469	217834
907	2126779	215488
908	2129324	213166
909	2132050	210862
910	2134947	208573
911	2137328	206233
912	2139595	203882
913	2141833	201529
914	2144406	199207
915	2146622	196851
916	2148901	194502
917	2151145	192150
918	2153506	189808
919	2155810	187461
920	2158159	185119
921	2160405	182767
922	2162563	180408
923	2164798	178057
924	2166990	175701
925	2169185	173347
926	2171358	170991
927	2173607	168641
928	2175862	166293
929	2178111	163943
930	2180287	161589
931	2182493	159237
932	2184685	156885
933	2186899	154534
934	2189098	152183
935	2191317	149833
936	2193540	147484
937	2195805	145138
938	2198039	142790
939	2200286	140443
940	2202524	138096
941	2204796	135751
942	2207087	133408
943	2209403	131066
944	2211693	128722
945	2213902	126374
946	2216071	124025
947	2218273	121677
948	2220455	119329
949	2222714	116984
950	2224900	114637
951	2227075	112289
952	2229256	109942
953	2231478	107597
954	2233652	105250
955	2235916	102908
956	2238265	100569
957	2240939	98245
958	2243576	95919
959	2245832	93576
960	2248024	91230
961	2250208	88885
962	2252494	86544
963	2254743	84202
964	2256937	81857
965	2259239	79517
966	2261493	77176
967	2263712	74833
968	2266119	72497
969	2268345	70155
970	2270649	67815
971	2272905	65474
972	2275147	63133
973	2277355	60791
974	2279657	58452
975	2282287	56121
976	2284928	53790
977	2287102	51448
978	2289612	49113
979	2292049	46776
980	2294191	44433
981	2296294	42090
982	2298479	39749
983	2300744	37410
984	2303012	35071
985	2305239	32731
986	2307376	30390
987	2309606	28051
988	2311770	25712
989	2313914	23372
990	2316082	21034
991	2318231	18695
992	2320393	16357
993	2322576	14019
994	2324773	11682
995	2327014	9345
996	2329196	7008
997	2331380	4672
998	2333875	2336
999	2336073	0
