iter	TotalF1	MultiClass
887	0.8335487099	0.5342248687
888	0.8336390821	0.5340281465
889	0.8336143745	0.5338346847
890	0.8336114005	0.5337039502
891	0.8336349397	0.5335165293
892	0.8337150024	0.5333565671
893	0.833736852	0.5333305716
894	0.8337483297	0.53330805
895	0.8338435757	0.5331185945
896	0.8337579768	0.5330038221
897	0.833758794	0.532980875
898	0.8337830745	0.5327837079
899	0.8338046237	0.5327231302
900	0.8338828258	0.5327035813
901	0.8339246985	0.5326312985
902	0.8340718649	0.5323852542
903	0.8341178454	0.5323103872
904	0.8341187688	0.5322896468
905	0.8341225504	0.5321961945
906	0.8343498773	0.532076784
907	0.8343518195	0.5320024218
908	0.8343616719	0.5319811069
909	0.8345013459	0.5318586266
910	0.8345247644	0.531823707
911	0.8345002206	0.5317565993
912	0.8344996018	0.5317051865
913	0.8345315388	0.5316670155
914	0.8346101492	0.5315720775
915	0.8346408089	0.5315033858
916	0.834616712	0.5314458664
917	0.8346054265	0.5313329698
918	0.8346931007	0.5312339124
919	0.8346649921	0.5311729021
920	0.8346318022	0.5311019106
921	0.8346837925	0.5310131468
922	0.8346836108	0.5309888319
923	0.834591989	0.5307913448
924	0.8346029669	0.530753212
925	0.8345694447	0.5306223795
926	0.8345810682	0.5305732544
927	0.8346692302	0.5305321743
928	0.8346675701	0.5303975766
929	0.83469013	0.5303689589
930	0.8347009301	0.5303497015
931	0.8347091522	0.5302577615
932	0.8347091522	0.5302319852
933	0.8347233778	0.5302068505
934	0.8346926292	0.5301309751
935	0.8348757697	0.5299043712
936	0.834990609	0.5297797179
937	0.8350682665	0.5296996491
938	0.8351695497	0.5295939138
939	0.8353505157	0.5294160757
940	0.8353307149	0.5292754624
941	0.8353416123	0.52926111
942	0.8354109065	0.5291056386
943	0.8354753383	0.5289556965
944	0.8355828279	0.5286764984
945	0.8356151847	0.5285606085
946	0.8356955473	0.5284634603
947	0.8358080685	0.5283757887
948	0.8358080685	0.5283656651
949	0.8357748752	0.5282823936
950	0.8359641246	0.5280860602
951	0.8359890264	0.5280375674
952	0.835989622	0.5280196801
953	0.8360007984	0.5278236594
954	0.8360674003	0.5277544774
955	0.8360562062	0.5275887817
956	0.8360713596	0.5275000584
957	0.8361490359	0.5274663977
958	0.8362449087	0.5273237409
959	0.8362565287	0.5272879042
960	0.8362548986	0.5272506037
961	0.8362424141	0.5271776504
962	0.8363696687	0.5269347049
963	0.8363890308	0.5268314
964	0.8363774103	0.5268167339
965	0.8364558485	0.5266604088
966	0.8364776553	0.5266112192
967	0.8365347449	0.5265161395
968	0.836639973	0.5263472766
969	0.8366283337	0.5262693667
970	0.8366607611	0.5261737036
971	0.8365927652	0.5261145485
972	0.8366660251	0.5259737132
973	0.8366983428	0.5258709314
974	0.8367067013	0.5257240026
975	0.8367373315	0.5255703984
976	0.8369414945	0.5253820284
977	0.8369651372	0.5252338432
978	0.8370642225	0.5251417899
979	0.8370860899	0.5251155195
980	0.8371186959	0.5250562983
981	0.8372117408	0.5249618656
982	0.837220819	0.5248461375
983	0.837341157	0.5247623003
984	0.837350577	0.5246902913
985	0.8373814782	0.5245975291
986	0.837549106	0.5244931225
987	0.8375371336	0.5243852082
988	0.8376181538	0.5243032155
989	0.8377103327	0.5241723339
990	0.8377430674	0.5241142
991	0.8377623931	0.5240127116
992	0.8378103638	0.5238297136
993	0.8378328719	0.523798011
994	0.8377770962	0.5237043506
995	0.8377659041	0.5235418193
996	0.8378317966	0.5234538677
997	0.8378369073	0.5233316244
998	0.8379856594	0.5230350365
999	0.838170472	0.5228861472
