iter	TotalF1	MultiClass
284	0.7824344577	0.6766548519
285	0.7826719637	0.6759651444
286	0.7826913273	0.6753503004
287	0.7829866198	0.6749435564
288	0.7826571716	0.6742249205
289	0.7830785263	0.6737882821
290	0.783147838	0.6732053018
291	0.7836213862	0.6725781816
292	0.7835797563	0.6721469455
293	0.7839734445	0.6715975935
294	0.7840790248	0.6711579325
295	0.784209424	0.6704842704
296	0.7842539946	0.6701235251
297	0.7842925137	0.6698450865
298	0.7844885709	0.6694943903
299	0.7845085006	0.6691574793
300	0.7847389027	0.6686910873
301	0.7847965697	0.6681753536
302	0.7849932804	0.6676315915
303	0.7850369898	0.667341368
304	0.7852676872	0.6669686816
305	0.7856762934	0.6661973725
306	0.785893091	0.6657854078
307	0.7860828362	0.6651659033
308	0.7862924785	0.6647124391
309	0.7862266732	0.6644968962
310	0.7864246766	0.6640207054
311	0.7869520286	0.6630439819
312	0.7874115711	0.6626447784
313	0.7873472731	0.6622588884
314	0.787470466	0.6619385632
315	0.7876036767	0.6614732636
316	0.7879847445	0.6609248252
317	0.7880796236	0.6606270601
318	0.788151054	0.6599961469
319	0.7883990375	0.6595509768
320	0.7883121651	0.6590440678
321	0.7884276932	0.6584858573
322	0.7885869602	0.6582073465
323	0.78864071	0.657945057
324	0.7889135415	0.6575866574
325	0.7888477181	0.6572893111
326	0.7889823859	0.6567585373
327	0.7892663628	0.656248125
328	0.7894820288	0.6556219285
329	0.7898005323	0.6550125928
330	0.7902289434	0.6544538665
331	0.7902974882	0.6541741185
332	0.7902902273	0.6537801671
333	0.7903975368	0.6532048472
334	0.7906192688	0.6528090521
335	0.7908251472	0.6522838413
336	0.7908014708	0.6517908604
337	0.7907234163	0.6512399966
338	0.7908857236	0.6508193376
339	0.7911204703	0.6500133879
340	0.791176779	0.649590456
341	0.7913825825	0.6492874967
342	0.7914835345	0.6488308117
343	0.7916881638	0.6484771531
344	0.7917578636	0.6482350036
345	0.7919118563	0.6479562619
346	0.7919123624	0.6474165047
347	0.792045287	0.6467915207
348	0.7923579312	0.6462222676
349	0.7925092913	0.6459362453
350	0.7926433175	0.6456842468
351	0.7929852882	0.645013217
352	0.793086937	0.6446055679
353	0.7932005447	0.6443350183
354	0.7936541412	0.6438643728
355	0.7937893351	0.6433147633
356	0.7938348011	0.6428646077
357	0.7940264386	0.6424782705
358	0.7940167179	0.6420847153
359	0.7945849276	0.6411463313
360	0.7947556317	0.6405709646
361	0.7948830009	0.6403384524
362	0.7950747162	0.6398698077
363	0.7952658117	0.6394888822
364	0.7953637279	0.639182852
365	0.79548092	0.6388858553
366	0.7956677183	0.6383721974
367	0.7957560207	0.6380581409
368	0.7958320556	0.6376825082
369	0.7958803676	0.6373505168
370	0.7961086065	0.636925739
371	0.7960799002	0.6364318646
372	0.7962588408	0.636153277
373	0.7963701115	0.6359347797
374	0.7964891735	0.6354979606
375	0.7967841704	0.6351910858
376	0.7967680654	0.6349249809
377	0.7971282798	0.6345518919
378	0.7972079049	0.6343002867
379	0.7971997509	0.6339248742
380	0.797639876	0.6333740894
381	0.7976268799	0.6330084488
382	0.797692949	0.6326565232
383	0.7977384411	0.6324796703
384	0.7977670049	0.6320251701
385	0.7978688676	0.6316747049
386	0.7978303945	0.6314652422
387	0.7979402072	0.6311229264
388	0.7980280282	0.6310021479
389	0.7985082013	0.6305873769
390	0.7986397576	0.6299674592
391	0.7989130249	0.6294507435
392	0.7989751202	0.6293060986
393	0.7992600697	0.6288366275
394	0.7994021524	0.628560607
395	0.7994584794	0.6283713722
396	0.7994238598	0.6280163264
397	0.7999556169	0.6276915775
398	0.8000438548	0.6275124746
399	0.8001572292	0.6270059845
400	0.800285499	0.6264399097
401	0.8003495463	0.6262869172
402	0.8004170275	0.6260281459
403	0.8004390988	0.625810564
404	0.8006135839	0.6254312785
405	0.8007398357	0.6250984024
406	0.8010387879	0.6247664312
407	0.80121175	0.6242353059
408	0.8012743781	0.6239897704
409	0.8012820541	0.6238303771
410	0.8015766754	0.623234946
411	0.8017778717	0.6228880139
412	0.8020595374	0.6223726711
413	0.8021552809	0.6219887158
414	0.8021699568	0.6216685493
415	0.8023805194	0.6211171723
416	0.8025333702	0.6209526697
417	0.8026101264	0.6206301305
418	0.8027653765	0.6201798867
419	0.8028371013	0.6195685764
420	0.8030222567	0.6189060941
421	0.8032583224	0.6182922601
422	0.8035301587	0.6179235125
423	0.803496952	0.6173843929
424	0.80336196	0.6171286521
425	0.8035603187	0.6169601608
426	0.8037796912	0.6167128362
427	0.8039337621	0.6165173902
428	0.8040974214	0.6161172738
429	0.8039705752	0.6159607266
430	0.8041613984	0.6156419913
431	0.8043173811	0.6152159981
432	0.8043514638	0.6148761977
433	0.804524212	0.6145581578
434	0.8046980064	0.6139904673
435	0.8048582834	0.6137113631
436	0.8049107233	0.6135241219
437	0.8051004541	0.6130836424
438	0.8054069557	0.6129068423
439	0.8055699208	0.6125734905
440	0.8057880745	0.6122103734
441	0.8058579358	0.6118945811
442	0.8057730654	0.6115347115
443	0.8058550644	0.6113277428
444	0.8060012085	0.6109275351
445	0.8060258025	0.6106037467
446	0.8060288868	0.6103328908
447	0.805983025	0.6101404548
448	0.8061265039	0.6097908871
449	0.8063282913	0.609534989
450	0.8061802883	0.6093013066
451	0.8060866192	0.6091735886
452	0.806485467	0.6088343763
453	0.8066794702	0.6084215765
454	0.8068200353	0.6081381121
455	0.8069915179	0.6078767673
456	0.8071015839	0.6073251169
457	0.8071459589	0.6070329078
458	0.8071807395	0.6069562741
459	0.8072928111	0.6067820347
460	0.8075435231	0.6065427725
461	0.8074888751	0.6062321855
462	0.8077355274	0.6059863519
463	0.8078559875	0.6057637468
464	0.8078443929	0.6055197979
465	0.8079214852	0.6053198264
466	0.8079196939	0.6051213211
467	0.8080872768	0.6048167111
468	0.808077841	0.6045806451
469	0.8083720435	0.6041175407
470	0.8083743932	0.6038539849
471	0.8083224529	0.6036837795
472	0.8084508309	0.6035166036
473	0.808494826	0.6034055744
474	0.8086178523	0.6032380406
475	0.8087426667	0.6029220135
476	0.8087458988	0.602840962
477	0.8088902566	0.602653874
478	0.8090113906	0.6023990677
479	0.8090005968	0.6021127112
480	0.8092569839	0.6017991872
481	0.8092549202	0.601571758
482	0.8093504308	0.6014382545
483	0.8093523991	0.6012972968
484	0.8094003597	0.6010512478
485	0.809402512	0.6009266143
486	0.8093640963	0.6007221314
487	0.8094391923	0.6004428535
488	0.8096504622	0.6001781895
489	0.8096946674	0.5999928539
490	0.8098016182	0.5998939071
491	0.809971872	0.5995304188
492	0.8100355291	0.5993524327
493	0.8102596597	0.5990423349
494	0.8102103515	0.5985400803
495	0.8104109447	0.5982284368
496	0.8103861785	0.5979185165
497	0.8105172434	0.5975372781
498	0.8106968888	0.5972724439
499	0.810784392	0.5971263506
500	0.8107833695	0.5970286784
501	0.8108719516	0.5967133015
502	0.8109272444	0.5966396625
503	0.8109402079	0.5965474174
504	0.8113725285	0.5960331512
505	0.8115221939	0.5958639921
506	0.8115560228	0.5957359813
507	0.8116430089	0.5954695661
508	0.8116468392	0.5950770941
509	0.8118681904	0.5947457998
510	0.8119817956	0.594437161
511	0.8121327033	0.5942443067
512	0.8122068745	0.5940134876
513	0.8122647563	0.5937249358
514	0.8124246214	0.5933855401
515	0.8123103774	0.5932908514
516	0.812520903	0.5930304935
517	0.8126174385	0.5927478139
518	0.812595146	0.5924828991
519	0.8128751743	0.5921707778
520	0.8127362643	0.5918512395
521	0.8127436891	0.5916537791
522	0.812846591	0.5914617399
523	0.8129008814	0.5911934528
524	0.8130359735	0.5909483768
525	0.8130740694	0.5907250654
526	0.8131096746	0.5906323128
527	0.8131880002	0.590445678
528	0.8132342624	0.5902302589
529	0.8132688125	0.5901543215
530	0.8134236624	0.589904153
531	0.8135983523	0.5895459185
532	0.8136574876	0.5891964505
533	0.8137899966	0.5890109936
534	0.813779811	0.5887586124
535	0.8137898956	0.5887152941
536	0.8138215793	0.5885330505
537	0.8136785235	0.5883727514
538	0.8137952678	0.5881371278
539	0.813946763	0.5879480818
540	0.8139357102	0.5879017152
541	0.8140053268	0.5877615125
542	0.8141315567	0.5874638578
543	0.8143603952	0.5871215943
544	0.8144879315	0.5867710152
545	0.8144435051	0.5864900637
546	0.8146315946	0.5862275024
547	0.8148912972	0.5859054288
548	0.8149095559	0.5856375523
549	0.8150359376	0.5853569821
550	0.8150686232	0.5852837725
551	0.8150521606	0.5851930795
552	0.8151578496	0.5849684945
553	0.8151589348	0.5847893876
554	0.8152048904	0.5847109638
555	0.8151880333	0.5845541971
556	0.8152895893	0.5842960193
557	0.815513247	0.5840476592
558	0.815558415	0.5840037331
559	0.8156803762	0.5836982669
560	0.8157238116	0.5834546103
561	0.8157301729	0.5833077409
562	0.8157515377	0.583002844
563	0.8157502092	0.5829176286
564	0.8158020258	0.582662611
565	0.8158409408	0.5824962507
566	0.8158427951	0.5824339414
567	0.8159340585	0.58223062
568	0.8160000767	0.5819927194
569	0.8160678175	0.5819365943
570	0.8162150187	0.5817459004
571	0.8162284506	0.5814211242
572	0.8163429223	0.5811567094
573	0.816524049	0.5807689503
574	0.8165262799	0.5806670611
575	0.8167980991	0.5803630229
576	0.816864354	0.5801096459
577	0.8168588975	0.5799745148
578	0.8169020341	0.57984312
579	0.8169255868	0.579727596
580	0.8169276862	0.5796742437
581	0.8169762365	0.579591236
582	0.8171924836	0.5794838227
583	0.8173237747	0.5792838678
584	0.8172396453	0.5790512721
585	0.817312723	0.5788300069
586	0.8173421605	0.5785967774
587	0.8173196622	0.5784602905
588	0.8174144969	0.5783258306
589	0.817512979	0.578118296
590	0.8175876031	0.5778965181
591	0.8176212635	0.5778002624
592	0.817644163	0.5777565522
593	0.8177755947	0.5775369427
594	0.8177796669	0.5774185588
595	0.8178708068	0.5771669522
596	0.8179285647	0.5771182403
597	0.8179759879	0.5768795713
598	0.8180407803	0.57674543
599	0.8181236908	0.5765249168
600	0.8181366408	0.5763290063
601	0.8182480093	0.5760816747
602	0.8183470329	0.5759048375
603	0.8184108264	0.5755957036
604	0.8184489391	0.5753307458
605	0.818618745	0.5750971389
606	0.8187199276	0.5750154999
607	0.8187841195	0.5748920007
608	0.8188506139	0.574711419
609	0.8188640387	0.5745848866
610	0.8188638835	0.5745451316
611	0.8189843978	0.5743996419
612	0.8190804125	0.574094169
613	0.8191580608	0.5739584577
614	0.8193257727	0.5738550152
615	0.8193432295	0.5737404408
616	0.8194145854	0.5735140488
617	0.8194022646	0.5733131581
618	0.8194229345	0.5731473056
619	0.8194333395	0.5731157961
620	0.8195002452	0.5730376159
621	0.8194805021	0.5729113527
622	0.8194689405	0.5728585651
623	0.8196391358	0.5726307152
624	0.8197728317	0.5725331136
625	0.8199749667	0.5720964103
626	0.8201276865	0.5718634348
627	0.8201543351	0.5716325524
628	0.8203281163	0.5714341598
629	0.8201305648	0.5711815186
630	0.8202909315	0.5709876145
631	0.8204123705	0.5707722501
632	0.8204230971	0.5707006316
633	0.8204233486	0.5706693334
634	0.8204584681	0.5705660029
635	0.8205843825	0.570226157
636	0.820585922	0.5700881754
637	0.8206516743	0.5700352651
638	0.8207802844	0.5699169378
639	0.8208043012	0.5698381793
640	0.8209217371	0.5695987385
641	0.8209528992	0.5695162546
642	0.8209621428	0.5693785266
643	0.8210631709	0.569153696
644	0.8211412566	0.5688509306
645	0.8212255397	0.5686835014
646	0.8212601327	0.5684574992
647	0.8213256614	0.5683366487
648	0.8214164835	0.5680707084
649	0.8214293025	0.5678520163
650	0.8216237954	0.5677390566
651	0.8216708751	0.5676630749
652	0.8216295994	0.5675531977
653	0.8216385552	0.5674591189
654	0.8217413377	0.5671096629
655	0.8217521571	0.5670159458
656	0.8217721506	0.5668648678
657	0.8218785111	0.566528621
658	0.8220401778	0.5663348711
659	0.8220241281	0.5659631846
660	0.8220799888	0.5659084409
661	0.8221017492	0.5658718061
662	0.8222063542	0.5656503822
663	0.8221944437	0.5655727703
664	0.8222287575	0.5654910968
665	0.8222817089	0.5652277068
666	0.8224897085	0.5649327302
667	0.8225037795	0.5648241066
668	0.8226412665	0.5645396504
669	0.822686969	0.5644877934
670	0.8227633354	0.5643286155
671	0.8227536491	0.5642124909
672	0.8227896743	0.5641163566
673	0.8228449331	0.5640610991
674	0.8229557803	0.5637740999
675	0.8231254038	0.5633392049
676	0.8231370804	0.5633055792
677	0.8231707356	0.5632286609
678	0.8232047908	0.5631884532
679	0.8232095542	0.5631222935
680	0.8232627088	0.5628769484
681	0.8232157916	0.5626760372
682	0.8234009682	0.5622586015
683	0.8235033711	0.5622032447
684	0.8234101153	0.5619327155
685	0.8234202477	0.561900279
686	0.8234069129	0.5618328942
687	0.8234959685	0.5616322243
688	0.8235463776	0.561473526
689	0.8236731438	0.5612181517
690	0.8238267248	0.5610647441
691	0.8238754062	0.5609214224
692	0.8239365201	0.5606959294
693	0.823948132	0.5606605594
694	0.8238110916	0.5604152266
695	0.8240714247	0.5600412461
696	0.8241170236	0.5599956542
697	0.8241355239	0.5597436951
698	0.8241370417	0.5597098142
699	0.824151184	0.5596378913
700	0.8242363982	0.5595656643
701	0.8243387363	0.559501155
702	0.8245587353	0.5592366499
703	0.8246256293	0.5591371771
704	0.8246256293	0.5590982715
705	0.8247144414	0.5590508927
706	0.8248362755	0.5588437376
707	0.8247646342	0.5587439301
708	0.8248408695	0.5586638212
709	0.8249326236	0.5585183134
710	0.825033659	0.558287136
711	0.8251902864	0.5581347746
712	0.8252102298	0.5580992458
713	0.8252717589	0.5578885163
714	0.8252797606	0.5577293351
715	0.8253573047	0.5575916173
716	0.8254769095	0.5573999255
717	0.8254550325	0.5572797461
718	0.8254654109	0.557251033
719	0.8255244382	0.5569508709
720	0.8256011715	0.5566927569
721	0.825601995	0.5566535066
722	0.825745	0.5563132669
723	0.8258537274	0.5561529226
724	0.8258768079	0.5559591852
725	0.8260441279	0.5557776745
726	0.8261428869	0.5556682977
727	0.8261319899	0.5556466612
728	0.8261631135	0.5555978485
729	0.8262863306	0.5553655304
730	0.8263703605	0.555143771
731	0.826307194	0.5549675802
732	0.8263514736	0.5548971083
733	0.8264508544	0.5545489491
734	0.8264778707	0.5543397704
735	0.8265787645	0.554165251
736	0.8266312265	0.5540453612
737	0.8267301999	0.5539447081
738	0.826714153	0.5537202141
739	0.826787543	0.5535441221
740	0.8267866595	0.5534548724
741	0.8268212734	0.5533243482
742	0.8269769128	0.553184436
743	0.8270011585	0.553089718
744	0.8269156302	0.5529572743
745	0.8269510656	0.5528130848
746	0.8270309234	0.5527598335
747	0.8270522724	0.5525334846
748	0.827221621	0.5523068252
749	0.8273160186	0.5521692943
750	0.8274648365	0.5519917892
751	0.8274760589	0.5519538928
752	0.8275332141	0.551804529
753	0.8276483592	0.5517538703
754	0.8277637591	0.5515122926
755	0.827820011	0.5513499945
756	0.8278410428	0.5513198882
757	0.8278907761	0.551174921
758	0.8278945089	0.5510610471
759	0.8280468499	0.5509646555
760	0.8280346243	0.5509105644
761	0.8281275231	0.5506349634
762	0.8282674919	0.5504446029
763	0.8282275671	0.5503399385
764	0.8280571498	0.5501675218
765	0.8281145919	0.5501380357
766	0.8281262567	0.5500277765
767	0.8281365121	0.5500034903
768	0.8282660974	0.54996657
769	0.8281871833	0.5497695877
770	0.8282055276	0.5496891166
771	0.8283241142	0.5495277629
772	0.8283652986	0.5493572207
773	0.8283721072	0.5492004779
774	0.8284364746	0.549108003
775	0.8284387443	0.5490834992
776	0.8285782345	0.5489185742
777	0.8285984471	0.5488655901
778	0.8286423896	0.548772074
779	0.8287707553	0.5486064057
780	0.8288535754	0.5482525741
781	0.8288945835	0.5480874447
782	0.8288945835	0.548057197
783	0.828867702	0.5479526749
784	0.8288820909	0.5478831061
785	0.8290024783	0.547783195
786	0.8290148907	0.5477626553
787	0.8290289488	0.5475294608
788	0.829120994	0.5473654497
789	0.8291572541	0.5473015163
790	0.8292238212	0.5471454097
791	0.8292765092	0.5470200255
792	0.8292875817	0.5469854788
793	0.8292766405	0.5469545839
794	0.8294000852	0.5465232419
795	0.8294423965	0.5463709957
796	0.8295682089	0.5462066812
797	0.8296340664	0.5460561293
798	0.8296555767	0.545991605
799	0.8296766509	0.5458810848
800	0.8297130553	0.5457230567
801	0.8297117063	0.5456851259
802	0.8296566122	0.5455712407
803	0.8296822249	0.545437898
804	0.8298137666	0.5451352033
805	0.829876424	0.5450115763
806	0.8298865908	0.5449054278
807	0.829928267	0.5448845334
808	0.8300506418	0.5447251453
809	0.8300506418	0.5446843995
810	0.830160169	0.544423598
811	0.8302327225	0.5441765592
812	0.8302220974	0.5441347244
813	0.8302230165	0.5439866045
814	0.8302230165	0.5439647263
815	0.8302219699	0.543839537
816	0.8303893285	0.5436011424
817	0.8303218145	0.5434374905
818	0.8303352456	0.5433942967
819	0.830369558	0.5431997253
820	0.8303445165	0.5430804707
821	0.8303771192	0.5430502454
822	0.8303413119	0.5428951489
823	0.8304050289	0.5426869563
824	0.8304596205	0.5425694239
825	0.8305397927	0.5424681478
826	0.8305024844	0.5423978891
827	0.8305150307	0.5423103228
828	0.8305362426	0.542264812
829	0.8306575937	0.542028382
830	0.8306808044	0.5418650025
831	0.8306926955	0.5418097603
832	0.8308272915	0.5417272646
833	0.8309644477	0.5415560069
834	0.8310652229	0.5414238098
835	0.831064024	0.5413567798
836	0.8310748903	0.5411764268
837	0.8311450032	0.5409052405
838	0.8311552717	0.5407553656
839	0.831184297	0.5406307928
840	0.8313453348	0.5405775668
841	0.8314585146	0.5403921031
842	0.8314595164	0.5402847222
843	0.831463018	0.5401478769
844	0.8316049011	0.5399749976
845	0.8316635073	0.5398891877
846	0.8316865915	0.5398514315
847	0.8318327559	0.5396684109
848	0.8319121149	0.5394200936
849	0.8319200397	0.5392674719
850	0.8319318007	0.5391279866
851	0.831932263	0.5389276122
852	0.8320909397	0.5386032461
853	0.8320909397	0.5385586587
854	0.8320940989	0.538353615
855	0.8320677344	0.5380865738
856	0.8320865771	0.5380146843
857	0.8322328573	0.5379385012
858	0.8322362214	0.537782794
859	0.8322217277	0.5377086392
860	0.8323208503	0.5375518384
861	0.8323103272	0.5375149622
862	0.8323757574	0.537375513
863	0.8323990546	0.5372835335
864	0.8324228771	0.5370409782
865	0.8325099567	0.5369369765
866	0.8325199661	0.5368863597
867	0.8325194231	0.5368592209
868	0.832597172	0.5367373459
869	0.8327859166	0.5366382257
870	0.8327340926	0.5364089384
871	0.8328099803	0.5362230085
872	0.8328204389	0.5361521438
873	0.8328288818	0.5360454003
874	0.8329295137	0.535806164
875	0.8329201692	0.5356001447
876	0.8329133522	0.5354326069
877	0.8329362337	0.5354074348
878	0.8329394969	0.5353454636
879	0.8329613986	0.5352316926
880	0.8330237329	0.5351205317
881	0.833183979	0.534978424
882	0.8333471069	0.5348431603
883	0.8333471069	0.5348023949
884	0.8334091043	0.5346943196
885	0.833496331	0.5344228767
886	0.8335496665	0.5342551881
